episode,total_score,max_tile,num_moves,valid_moves,invalid_moves,wall_clock_seconds,training_steps
667,1168,64,1403,1403,0,187.58514,221468
668,608,64,426,426,0,187.976263,221894
669,480,32,624,624,0,188.538957,222518
670,744,64,1139,1139,0,189.608403,223657
671,372,32,288,288,0,189.876791,223945
672,1104,128,792,792,0,190.604587,224737
673,1012,128,1209,1209,0,191.711975,225946
674,680,64,929,929,0,192.570823,226875
675,576,64,935,935,0,193.43833,227810
676,436,32,1082,1082,0,194.430857,228892
677,644,64,968,968,0,195.304578,229860
678,2348,256,2043,2043,0,197.180915,231903
679,776,64,861,861,0,197.958359,232764
680,320,32,547,547,0,198.449359,233311
681,796,64,1122,1122,0,199.46845,234433
682,1760,128,1696,1696,0,200.995892,236129
683,1144,128,1324,1324,0,202.192479,237453
684,736,64,937,937,0,203.061732,238390
685,1092,64,2135,2135,0,205.010878,240525
686,436,64,881,881,0,205.774999,241406
687,1180,128,1552,1552,0,207.110507,242958
688,504,32,644,644,0,207.672208,243602
689,660,64,678,678,0,208.263178,244280
690,656,64,827,827,0,208.989969,245107
691,2104,128,2663,2663,0,211.332255,247770
692,700,64,883,883,0,212.092664,248653
693,1028,64,1412,1412,0,213.692967,250065
694,768,64,850,850,0,214.438669,250915
695,648,64,802,802,0,215.138278,251717
696,956,128,1036,1036,0,216.032854,252753
697,628,32,750,750,0,216.716829,253503
698,708,64,694,694,0,217.362827,254197
699,1332,128,1422,1422,0,218.684403,255619
700,928,64,931,931,0,219.544452,256550
701,728,64,1096,1096,0,220.570445,257646
702,1220,128,1380,1380,0,221.869325,259026
703,1168,128,1804,1804,0,223.564645,260830
704,1456,128,1755,1755,0,225.176575,262585
705,320,32,458,458,0,225.604442,263043
706,1380,128,1252,1252,0,226.760349,264295
707,492,32,710,710,0,227.413291,265005
708,324,32,768,768,0,228.114125,265773
709,808,64,1620,1620,0,229.597893,267393
710,912,64,624,624,0,230.178514,268017
711,636,64,1240,1240,0,231.344392,269257
712,824,64,799,799,0,232.082728,270056
713,728,64,694,694,0,232.734816,270750
714,700,64,552,552,0,233.256348,271302
715,336,32,848,848,0,234.043295,272150
716,332,32,395,395,0,234.40899,272545
717,1488,128,1575,1575,0,235.864981,274120
718,948,64,1497,1497,0,237.27798,275617
719,468,64,620,620,0,237.848138,276237
720,352,32,611,611,0,238.410067,276848
721,2248,256,2583,2583,0,240.782292,279431
722,1504,128,2009,2009,0,242.535036,281440
723,424,32,730,730,0,243.162918,282170
724,640,64,639,639,0,243.720828,282809
725,968,128,1269,1269,0,244.808664,284078
726,980,128,1267,1267,0,245.901051,285345
727,628,64,801,801,0,246.591736,286146
728,880,64,1199,1199,0,247.637836,287345
729,752,64,1599,1599,0,249.02021,288944
730,336,32,397,397,0,249.367975,289341
731,836,64,1148,1148,0,250.344184,290489
732,592,64,623,623,0,250.874893,291112
733,168,16,393,393,0,251.208605,291505
734,392,32,692,692,0,251.800668,292197
735,1124,128,2067,2067,0,253.584052,294264
736,580,64,805,805,0,254.298995,295069
737,412,32,910,910,0,255.132309,295979
738,696,64,1202,1202,0,256.241652,297181
739,636,64,951,951,0,257.118729,298132
740,1024,64,1951,1951,0,259.271516,300083
741,1512,128,1782,1782,0,260.879388,301865
742,1036,128,1378,1378,0,262.073654,303243
743,444,32,1076,1076,0,263.004725,304319
744,804,64,1192,1192,0,264.029123,305511
745,352,32,628,628,0,264.57033,306139
746,736,64,929,929,0,265.378851,307068
747,1404,128,2104,2104,0,267.2279,309172
748,292,32,466,466,0,267.675819,309638
749,152,16,414,414,0,268.053441,310052
750,1016,128,2190,2190,0,270.030841,312242
751,1372,128,2135,2135,0,271.913348,314377
752,980,64,1381,1381,0,273.101753,315758
753,2360,256,2599,2599,0,275.34669,318357
754,320,32,980,980,0,276.183176,319337
755,640,64,1000,1000,0,277.063789,320337
756,84,8,151,151,0,277.193016,320488
757,472,64,784,784,0,277.877316,321272
758,344,32,755,755,0,278.52666,322027
759,728,64,886,886,0,279.290054,322913
760,608,64,900,900,0,280.073392,323813
761,428,32,667,667,0,280.644812,324480
762,776,64,1497,1497,0,281.938313,325977
763,1104,128,1484,1484,0,283.207247,327461
764,316,32,767,767,0,283.862021,328228
765,1020,128,1446,1446,0,285.118526,329674
766,320,32,583,583,0,285.621568,330257
767,472,32,942,942,0,286.426098,331199
768,608,64,636,636,0,286.973635,331835
769,388,32,758,758,0,287.636895,332593
770,676,64,1180,1180,0,288.642668,333773
771,784,64,1251,1251,0,289.730654,335024
772,640,64,1217,1217,0,290.761028,336241
773,548,64,653,653,0,291.318353,336894
774,692,64,1308,1308,0,292.450204,338202
775,252,32,421,421,0,292.808948,338623
776,776,64,1260,1260,0,293.878831,339883
777,548,32,860,860,0,294.627008,340743
778,636,64,1035,1035,0,295.519144,341778
779,244,32,373,373,0,295.837909,342151
780,900,64,1292,1292,0,296.958382,343443
781,664,64,947,947,0,297.780134,344390
782,412,32,663,663,0,298.344936,345053
783,1016,128,760,760,0,299.00835,345813
784,720,64,1249,1249,0,300.066586,347062
785,440,32,1039,1039,0,300.963583,348101
786,628,64,831,831,0,301.671687,348932
787,644,64,1019,1019,0,302.546593,349951
788,636,64,1369,1369,0,304.101083,351320
789,644,64,1125,1125,0,305.085702,352445
790,524,32,561,561,0,305.565219,353006
791,384,32,817,817,0,306.266685,353823
792,1056,128,1246,1246,0,307.343455,355069
793,452,32,795,795,0,308.029275,355864
794,660,64,787,787,0,308.709045,356651
795,1776,128,2810,2810,0,311.188078,359461
796,912,64,1464,1464,0,312.467373,360925
797,856,64,1862,1862,0,314.0745,362787
798,1184,128,2351,2351,0,316.097169,365138
799,948,64,1874,1874,0,317.721226,367012
800,364,32,765,765,0,318.37832,367777
801,1268,128,2361,2361,0,320.53335,370138
802,932,64,2276,2276,0,322.622793,372414
803,364,32,791,791,0,323.353256,373205
804,568,64,1089,1089,0,324.368373,374294
805,1588,128,2459,2459,0,326.632215,376753
806,1172,128,2341,2341,0,328.801034,379094
807,492,32,1136,1136,0,329.877813,380230
808,504,64,819,819,0,330.632914,381049
809,372,32,621,621,0,331.212389,381670
810,948,128,1008,1008,0,332.166252,382678
811,488,64,869,869,0,332.966539,383547
812,396,32,730,730,0,333.650014,384277
813,1136,128,2476,2476,0,335.968543,386753
814,1092,128,2091,2091,0,337.920027,388844
815,1320,128,2119,2119,0,339.869503,390963
816,728,64,902,902,0,340.685144,391865
817,308,32,248,248,0,340.91235,392113
818,1008,64,1656,1656,0,342.432095,393769
819,704,64,1420,1420,0,343.750508,395189
820,1372,128,3097,3097,0,346.615462,398286
821,500,32,712,712,0,347.264886,398998
822,936,64,1583,1583,0,349.117905,400581
823,664,64,1180,1180,0,350.208557,401761
824,1028,128,1295,1295,0,351.40011,403056
825,764,64,1442,1442,0,352.731536,404498
826,932,64,1535,1535,0,354.148439,406033
827,904,64,2038,2038,0,356.030786,408071
828,2424,256,3072,3072,0,358.897892,411143
829,520,32,1355,1355,0,360.148602,412498
830,740,64,885,885,0,360.971207,413383
831,1120,128,1942,1942,0,362.762729,415325
832,2100,256,2306,2306,0,364.915282,417631
833,712,64,899,899,0,365.712025,418530
834,1468,128,1644,1644,0,367.194832,420174
835,288,32,656,656,0,367.786153,420830
836,488,64,1076,1076,0,368.746631,421906
837,564,32,1035,1035,0,369.682161,422941
838,1536,128,2336,2336,0,371.818501,425277
839,912,64,1625,1625,0,373.285164,426902
840,764,64,1716,1716,0,374.821969,428618
841,608,64,1017,1017,0,375.752946,429635
842,384,32,1129,1129,0,376.768275,430764
843,612,64,796,796,0,377.489662,431560
844,592,64,783,783,0,378.199269,432343
845,1228,64,3378,3378,0,381.327388,435721
846,1112,128,1963,1963,0,383.146314,437684
847,1140,128,1380,1380,0,384.392519,439064
848,1456,128,2922,2922,0,386.970693,441986
849,684,64,1791,1791,0,388.608273,443777
850,636,64,653,653,0,389.220245,444430
851,932,128,1835,1835,0,390.909084,446265
852,1048,128,1943,1943,0,392.690135,448208
853,1160,128,2189,2189,0,395.15022,450397
854,720,64,2056,2056,0,397.045113,452453
855,1540,128,2222,2222,0,399.069309,454675
856,1560,128,3649,3649,0,402.28473,458324
857,508,32,1006,1006,0,403.149613,459330
858,764,64,948,948,0,403.972264,460278
859,380,32,1201,1201,0,405.007285,461479
860,752,64,1851,1851,0,406.652185,463330
861,760,64,1638,1638,0,408.148686,464968
862,1048,64,1064,1064,0,409.157933,466032
863,692,64,1513,1513,0,410.575239,467545
864,1292,128,2241,2241,0,412.628284,469786
865,1176,128,2927,2927,0,415.314514,472713
866,904,64,1018,1018,0,416.260792,473731
867,1488,128,2498,2498,0,418.571666,476229
868,712,64,1310,1310,0,419.799021,477539
869,412,32,649,649,0,420.418472,478188
870,528,64,999,999,0,421.344041,479187
871,352,32,505,505,0,421.80775,479692
872,1076,128,2653,2653,0,424.264246,482345
873,292,32,786,786,0,424.98391,483131
874,296,32,353,353,0,425.285547,483484
875,612,64,1453,1453,0,426.548509,484937
876,448,64,1313,1313,0,427.670189,486250
877,616,64,887,887,0,428.437194,487137
878,1276,128,2704,2704,0,430.822713,489841
879,1328,128,1943,1943,0,432.627587,491784
880,480,32,1047,1047,0,433.599585,492831
881,736,64,1538,1538,0,435.008252,494369
882,652,64,1170,1170,0,436.070877,495539
883,1016,64,2102,2102,0,438.043888,497641
884,644,64,2008,2008,0,439.87102,499649
